,attrition_flag,dependent_count,education_level,marital_status,income_category,card_category,credit_limit
10136,Existing Customer,2,Graduate,Married,Less than $40K,Blue,2330.0
10137,Existing Customer,3,College,Married,Less than $40K,Blue,1438.3
10138,Attrited Customer,2,High School,Divorced,Less than $40K,Blue,1438.3
10139,Existing Customer,1,Graduate,Married,$120K +,Blue,5130.0
10140,Existing Customer,2,Graduate,Married,Unknown,Blue,11794.0
10141,Attrited Customer,1,Unknown,Single,$60K - $80K,Blue,7603.0
10142,Attrited Customer,3,Uneducated,Married,$40K - $60K,Blue,3606.0
10143,Existing Customer,1,Graduate,Married,Less than $40K,Blue,5153.0
10144,Existing Customer,3,College,Single,Less than $40K,Blue,2500.0
10145,Existing Customer,4,Graduate,Single,$40K - $60K,Blue,2654.0
10146,Attrited Customer,3,College,Single,Less than $40K,Blue,3611.0
10147,Existing Customer,4,Unknown,Married,Unknown,Blue,1882.0
10148,Existing Customer,3,Unknown,Single,$80K - $120K,Blue,7421.0
10149,Existing Customer,4,Graduate,Single,Less than $40K,Blue,4606.0
10150,Existing Customer,0,High School,Divorced,Unknown,Blue,12268.0
10151,Existing Customer,2,Post-Graduate,Married,$80K - $120K,Blue,9873.0
10152,Existing Customer,3,Graduate,Single,Less than $40K,Blue,1555.0
10153,Attrited Customer,2,Graduate,Married,Less than $40K,Blue,2160.0
10154,Existing Customer,0,Unknown,Married,$60K - $80K,Blue,3809.0
10155,Existing Customer,3,High School,Single,Less than $40K,Blue,5362.0
10156,Existing Customer,1,Graduate,Unknown,Less than $40K,Blue,1834.0
10157,Existing Customer,3,Graduate,Married,Less than $40K,Blue,2577.0
10158,Existing Customer,5,Graduate,Single,$60K - $80K,Blue,2721.0
10159,Existing Customer,3,Graduate,Married,Less than $40K,Blue,2925.0
10160,Attrited Customer,5,Graduate,Unknown,Less than $40K,Blue,1545.0
10161,Attrited Customer,2,Graduate,Married,Less than $40K,Blue,2212.0
10162,Existing Customer,2,High School,Single,$120K +,Blue,13001.0
10163,Attrited Customer,3,Uneducated,Single,Less than $40K,Blue,2784.0
10164,Attrited Customer,1,Post-Graduate,Single,$60K - $80K,Blue,2317.0
10165,Existing Customer,3,High School,Unknown,Less than $40K,Blue,1867.0
10166,Attrited Customer,0,Doctorate,Single,Less than $40K,Blue,2595.0
10167,Existing Customer,2,College,Divorced,Less than $40K,Blue,1438.3
10168,Existing Customer,2,Graduate,Married,Less than $40K,Blue,1696.0
10169,Attrited Customer,1,Graduate,Married,Unknown,Blue,2694.0
10170,Attrited Customer,4,High School,Married,Less than $40K,Blue,2791.0
10171,Existing Customer,1,Graduate,Single,$40K - $60K,Blue,2146.0
10172,Attrited Customer,0,Uneducated,Married,$80K - $120K,Blue,1438.3
10173,Existing Customer,2,College,Married,Unknown,Blue,1438.3
10174,Existing Customer,3,Graduate,Divorced,$40K - $60K,Blue,4269.0
10175,Existing Customer,3,Graduate,Married,$40K - $60K,Blue,4195.0
10176,Existing Customer,1,College,Married,Less than $40K,Blue,1832.0
10177,Existing Customer,2,High School,Married,Less than $40K,Blue,2588.0
10178,Existing Customer,0,Unknown,Single,Less than $40K,Blue,4847.0
10179,Existing Customer,4,College,Married,$40K - $60K,Blue,2423.0
10180,Existing Customer,0,Uneducated,Single,$40K - $60K,Blue,7507.0
10181,Existing Customer,2,College,Married,$120K +,Blue,5232.0
10182,Existing Customer,3,Uneducated,Single,Unknown,Blue,1438.3
10183,Existing Customer,1,High School,Married,Unknown,Blue,1828.0
10184,Existing Customer,5,Graduate,Married,Unknown,Blue,2557.0
10185,Existing Customer,2,College,Divorced,Less than $40K,Blue,2283.0
10186,Existing Customer,4,High School,Single,Less than $40K,Blue,2684.0
10187,Existing Customer,1,Graduate,Married,Unknown,Blue,7234.0
10188,Existing Customer,2,College,Single,$40K - $60K,Blue,1438.3
10189,Existing Customer,3,Graduate,Married,Less than $40K,Blue,2730.0
10190,Existing Customer,3,High School,Married,Unknown,Blue,2808.0
10191,Existing Customer,3,Unknown,Single,Less than $40K,Blue,6275.0
10192,Existing Customer,4,College,Unknown,$40K - $60K,Blue,1438.3
10193,Attrited Customer,4,Graduate,Single,$80K - $120K,Blue,10834.0
10194,Existing Customer,1,College,Married,Less than $40K,Blue,1522.0
10195,Existing Customer,4,Doctorate,Single,Unknown,Blue,2845.0
10196,Existing Customer,2,Graduate,Married,$40K - $60K,Blue,2329.0
10197,Existing Customer,1,Uneducated,Single,$40K - $60K,Blue,2099.0
10198,Existing Customer,2,Uneducated,Married,Unknown,Blue,5099.0
10199,Existing Customer,4,Graduate,Married,Unknown,Blue,3805.0
10200,Existing Customer,2,High School,Married,Unknown,Blue,11438.0
10201,Existing Customer,3,Graduate,Single,$40K - $60K,Blue,2434.0
10202,Existing Customer,3,Graduate,Single,Unknown,Blue,4703.0
10203,Existing Customer,5,High School,Married,Unknown,Blue,5254.0
10204,Existing Customer,5,Doctorate,Married,Less than $40K,Blue,1438.3
10205,Existing Customer,4,Graduate,Single,Less than $40K,Blue,2206.0
10206,Existing Customer,2,College,Married,$40K - $60K,Blue,3600.0
10207,Existing Customer,2,High School,Unknown,$60K - $80K,Blue,7116.0
10208,Existing Customer,3,College,Married,Less than $40K,Blue,1788.0
10209,Existing Customer,0,Doctorate,Married,Unknown,Blue,7508.0
10210,Attrited Customer,5,Unknown,Married,$40K - $60K,Blue,3333.0
10211,Existing Customer,2,Graduate,Married,Unknown,Blue,13745.0
10212,Attrited Customer,4,Graduate,Married,Less than $40K,Blue,5021.0
10213,Existing Customer,2,Graduate,Married,$40K - $60K,Blue,4396.0
10214,Existing Customer,4,Graduate,Single,Less than $40K,Blue,2558.0
10215,Existing Customer,0,College,Single,Unknown,Blue,9641.0
10216,Existing Customer,1,Uneducated,Married,Unknown,Blue,12621.0
10217,Attrited Customer,3,Doctorate,Married,$40K - $60K,Blue,2313.0
10218,Existing Customer,3,Uneducated,Married,Less than $40K,Blue,1438.3
10219,Existing Customer,4,Graduate,Divorced,Less than $40K,Blue,1791.0
10220,Existing Customer,3,Uneducated,Single,Less than $40K,Blue,2300.0
10221,Existing Customer,3,Graduate,Married,Less than $40K,Blue,2526.0
10222,Attrited Customer,4,Graduate,Married,$40K - $60K,Blue,2918.0
10223,Existing Customer,2,Graduate,Single,Unknown,Blue,6074.0
10224,Existing Customer,3,High School,Married,$60K - $80K,Blue,4995.0
10225,Existing Customer,2,Graduate,Married,$40K - $60K,Blue,3323.0
10226,Existing Customer,1,Graduate,Married,Less than $40K,Blue,2464.0
10227,Existing Customer,2,Graduate,Unknown,Less than $40K,Blue,2730.0
10228,Existing Customer,1,College,Unknown,Unknown,Blue,1438.3
10229,Attrited Customer,2,College,Single,$80K - $120K,Blue,4617.0
10230,Existing Customer,2,Graduate,Married,$120K +,Blue,8220.0
10231,Existing Customer,3,College,Single,Less than $40K,Blue,5716.0
10232,Existing Customer,2,Unknown,Single,Less than $40K,Blue,1635.0
10233,Existing Customer,2,Unknown,Single,$40K - $60K,Blue,4259.0
10234,Attrited Customer,4,High School,Married,$60K - $80K,Blue,5869.0
10235,Attrited Customer,3,College,Single,Less than $40K,Blue,2272.0
10236,Existing Customer,5,High School,Married,Less than $40K,Blue,2598.0
10237,Existing Customer,3,Graduate,Single,$60K - $80K,Blue,10762.0
10238,Existing Customer,2,Graduate,Married,$60K - $80K,Blue,1982.0
10239,Existing Customer,2,Doctorate,Unknown,Unknown,Blue,4651.0
10240,Attrited Customer,3,Graduate,Single,Less than $40K,Blue,2437.0
10241,Existing Customer,3,High School,Single,Less than $40K,Blue,2563.0
10242,Attrited Customer,3,Graduate,Married,$80K - $120K,Blue,4576.0
10243,Existing Customer,3,Uneducated,Single,$40K - $60K,Blue,2245.0
10244,Attrited Customer,4,College,Single,$40K - $60K,Blue,1776.0
10245,Existing Customer,2,Post-Graduate,Married,Less than $40K,Blue,2911.0
10246,Existing Customer,4,Graduate,Married,$60K - $80K,Blue,2257.0
10247,Existing Customer,1,Unknown,Single,Unknown,Blue,18457.0
10248,Attrited Customer,4,College,Married,$60K - $80K,Blue,1681.0
10249,Existing Customer,2,High School,Single,Unknown,Blue,1461.0
10250,Attrited Customer,3,High School,Unknown,Less than $40K,Blue,2363.0
10251,Existing Customer,2,Unknown,Married,Less than $40K,Blue,1438.3
10252,Existing Customer,5,Uneducated,Married,Unknown,Blue,1840.0
10253,Existing Customer,4,Unknown,Single,$40K - $60K,Blue,7382.0
10254,Existing Customer,4,Unknown,Married,$80K - $120K,Blue,3861.0
10255,Existing Customer,3,Graduate,Married,Less than $40K,Blue,1562.0
10256,Existing Customer,3,Graduate,Unknown,$40K - $60K,Blue,3088.0
10257,Existing Customer,3,College,Single,Less than $40K,Blue,1438.3
10258,Existing Customer,4,Uneducated,Married,$40K - $60K,Blue,2168.0
10259,Existing Customer,4,High School,Married,$40K - $60K,Blue,2432.0
10260,Existing Customer,2,High School,Single,$40K - $60K,Blue,2197.0
10261,Existing Customer,3,Graduate,Single,$80K - $120K,Blue,10009.0
10262,Existing Customer,3,Post-Graduate,Unknown,$40K - $60K,Blue,3979.0
10263,Existing Customer,2,Uneducated,Married,Less than $40K,Blue,2189.0
10264,Existing Customer,2,Graduate,Single,Unknown,Blue,8243.0
10265,Existing Customer,1,High School,Divorced,$80K - $120K,Blue,11946.0
10266,Existing Customer,0,High School,Single,Less than $40K,Blue,2239.0
10267,Existing Customer,3,Post-Graduate,Married,Unknown,Blue,4025.0
10268,Existing Customer,1,Doctorate,Married,Less than $40K,Blue,1663.0
10269,Existing Customer,2,Graduate,Married,$40K - $60K,Blue,3649.0
10270,Existing Customer,4,Unknown,Single,Less than $40K,Blue,1438.3
10271,Existing Customer,3,College,Single,Less than $40K,Blue,2894.0
10272,Existing Customer,3,College,Single,$60K - $80K,Blue,1621.0
10273,Existing Customer,3,Uneducated,Married,Less than $40K,Blue,2740.0
10274,Existing Customer,2,Graduate,Unknown,$40K - $60K,Blue,5562.0
10275,Attrited Customer,3,Uneducated,Unknown,Unknown,Blue,13733.0
10276,Existing Customer,4,High School,Married,Less than $40K,Blue,2374.0
10277,Existing Customer,3,Unknown,Unknown,Less than $40K,Blue,2267.0
10278,Existing Customer,3,Graduate,Married,Unknown,Blue,6130.0
10279,Attrited Customer,3,High School,Single,$120K +,Blue,7361.0
10280,Attrited Customer,2,College,Divorced,Less than $40K,Blue,1569.0
10281,Existing Customer,3,Uneducated,Divorced,$80K - $120K,Blue,1626.0
10282,Existing Customer,1,Unknown,Married,Less than $40K,Blue,2158.0
10283,Existing Customer,1,Unknown,Single,$60K - $80K,Blue,2283.0
10284,Existing Customer,1,High School,Unknown,$40K - $60K,Blue,2542.0
10285,Existing Customer,1,Graduate,Single,Less than $40K,Blue,1438.3
10286,Existing Customer,2,Graduate,Unknown,$40K - $60K,Blue,2335.0
10287,Existing Customer,1,Uneducated,Single,$60K - $80K,Blue,2033.0
10288,Existing Customer,3,High School,Married,Unknown,Blue,4739.0
10289,Existing Customer,2,College,Single,$80K - $120K,Blue,5821.0
10290,Existing Customer,3,Graduate,Divorced,Less than $40K,Blue,2182.0
10291,Existing Customer,3,Graduate,Married,Less than $40K,Blue,3319.0
10292,Existing Customer,4,Graduate,Married,Less than $40K,Blue,3021.0
10293,Existing Customer,5,College,Married,$80K - $120K,Blue,29219.0
10294,Existing Customer,2,High School,Single,Less than $40K,Blue,1438.3
10295,Attrited Customer,3,Unknown,Unknown,Unknown,Blue,4431.0
10296,Existing Customer,2,Graduate,Married,Unknown,Blue,3131.0
10297,Existing Customer,0,Graduate,Single,Less than $40K,Blue,1486.0
10298,Existing Customer,3,High School,Single,Unknown,Blue,6384.0
10299,Existing Customer,5,Graduate,Single,Less than $40K,Blue,2077.0
10300,Existing Customer,3,Uneducated,Divorced,$40K - $60K,Blue,1956.0
10301,Attrited Customer,1,Unknown,Married,$80K - $120K,Blue,24462.0
10302,Existing Customer,3,Graduate,Married,Less than $40K,Blue,2725.0
10303,Existing Customer,4,Uneducated,Unknown,$40K - $60K,Blue,1474.0
10304,Existing Customer,1,High School,Married,$120K +,Blue,9880.0
10305,Existing Customer,2,High School,Divorced,$60K - $80K,Blue,2467.0
10306,Existing Customer,4,Graduate,Divorced,$60K - $80K,Blue,5397.0
10307,Existing Customer,1,Graduate,Single,$80K - $120K,Blue,3370.0
10308,Attrited Customer,3,College,Married,Unknown,Blue,11239.0
10309,Existing Customer,3,College,Married,$40K - $60K,Blue,2240.0
10310,Existing Customer,2,College,Married,Unknown,Blue,2737.0
10311,Existing Customer,1,High School,Married,Less than $40K,Blue,4170.0
10312,Existing Customer,4,Graduate,Single,$60K - $80K,Blue,21839.0
10313,Existing Customer,2,Uneducated,Single,Less than $40K,Blue,1991.0
10314,Existing Customer,2,Uneducated,Single,$120K +,Blue,29795.0
10315,Existing Customer,1,Unknown,Married,$40K - $60K,Blue,1438.3
10316,Existing Customer,2,Graduate,Married,Unknown,Blue,24221.0
10317,Existing Customer,2,Graduate,Married,$60K - $80K,Blue,2131.0
10318,Existing Customer,4,High School,Single,Less than $40K,Blue,2787.0
10319,Existing Customer,4,Graduate,Unknown,Less than $40K,Blue,1438.3
10320,Attrited Customer,0,Uneducated,Divorced,Unknown,Blue,2712.0
10321,Existing Customer,3,High School,Unknown,Less than $40K,Blue,2605.0
10322,Existing Customer,2,Graduate,Single,$60K - $80K,Blue,5169.0
10323,Existing Customer,3,College,Unknown,$80K - $120K,Blue,4694.0
10324,Existing Customer,3,Graduate,Single,Less than $40K,Blue,1848.0
10325,Existing Customer,2,Unknown,Single,$60K - $80K,Blue,6039.0
10326,Existing Customer,2,High School,Married,$120K +,Blue,5256.0
10327,Existing Customer,1,Graduate,Unknown,Less than $40K,Blue,1708.0
10328,Existing Customer,2,Graduate,Married,Less than $40K,Blue,1629.0
10329,Existing Customer,5,College,Single,$60K - $80K,Blue,20401.0
10330,Existing Customer,2,Graduate,Divorced,$120K +,Blue,3296.0
10331,Existing Customer,2,Graduate,Married,$120K +,Blue,8956.0
10332,Existing Customer,1,College,Married,Less than $40K,Blue,1438.3
10333,Existing Customer,4,Graduate,Single,Less than $40K,Blue,2671.0
10334,Existing Customer,3,College,Married,Less than $40K,Blue,2493.0
10335,Existing Customer,1,Doctorate,Married,Less than $40K,Blue,2687.0
10336,Existing Customer,2,Unknown,Married,$40K - $60K,Blue,2208.0
10337,Attrited Customer,1,High School,Married,Less than $40K,Blue,4196.0
10338,Existing Customer,5,Uneducated,Divorced,Unknown,Blue,12581.0
10339,Existing Customer,3,Post-Graduate,Single,$80K - $120K,Blue,17890.0
10340,Existing Customer,4,Graduate,Married,Less than $40K,Blue,1930.0
10341,Existing Customer,4,Unknown,Divorced,Unknown,Blue,8513.0
10342,Existing Customer,3,High School,Married,$80K - $120K,Blue,9599.0
10343,Existing Customer,2,Uneducated,Single,$80K - $120K,Blue,3192.0
10344,Existing Customer,4,Graduate,Unknown,Unknown,Blue,2778.0
10345,Attrited Customer,1,High School,Single,Unknown,Blue,3293.0
10346,Existing Customer,1,Graduate,Married,$40K - $60K,Blue,7268.0
10347,Existing Customer,3,Unknown,Married,Less than $40K,Blue,1721.0
10348,Existing Customer,3,College,Married,$80K - $120K,Blue,3976.0
10349,Existing Customer,2,High School,Single,Less than $40K,Blue,1954.0
10350,Existing Customer,3,Unknown,Married,$120K +,Blue,12725.0
10351,Existing Customer,3,Uneducated,Single,Unknown,Blue,2690.0
10352,Existing Customer,5,Post-Graduate,Married,$40K - $60K,Blue,2926.0
10353,Existing Customer,4,Graduate,Single,$80K - $120K,Blue,2371.0
10354,Existing Customer,3,Graduate,Married,Unknown,Blue,7751.0
10355,Attrited Customer,3,College,Married,Less than $40K,Blue,1601.0
10356,Attrited Customer,1,Unknown,Married,Less than $40K,Blue,2401.0
10357,Attrited Customer,3,Uneducated,Married,$60K - $80K,Blue,2187.0
10358,Existing Customer,0,Doctorate,Married,Unknown,Blue,4661.0
10359,Existing Customer,2,Post-Graduate,Divorced,Unknown,Blue,8494.0
10360,Existing Customer,4,Graduate,Married,$80K - $120K,Blue,2262.0
10361,Existing Customer,3,Graduate,Divorced,Less than $40K,Blue,2525.0
10362,Existing Customer,3,High School,Married,Less than $40K,Blue,2450.0
10363,Existing Customer,4,College,Married,Unknown,Blue,3926.0
10364,Attrited Customer,4,Graduate,Single,Less than $40K,Blue,1438.3
10365,Existing Customer,2,High School,Single,Unknown,Blue,4789.0
10366,Existing Customer,2,Unknown,Unknown,Less than $40K,Blue,2864.0
10367,Existing Customer,5,Graduate,Single,Unknown,Blue,4607.0
10368,Existing Customer,4,Graduate,Unknown,Less than $40K,Blue,1971.0
10369,Attrited Customer,2,College,Married,Less than $40K,Blue,1473.0
10370,Existing Customer,3,Graduate,Single,$40K - $60K,Blue,3187.0
10371,Existing Customer,2,Unknown,Married,Less than $40K,Blue,5589.0
10372,Existing Customer,5,Graduate,Married,Less than $40K,Blue,2346.0
10373,Existing Customer,4,Graduate,Single,Less than $40K,Blue,1438.3
10374,Existing Customer,5,High School,Single,Less than $40K,Blue,1826.0
10375,Attrited Customer,2,Doctorate,Married,$40K - $60K,Blue,2208.0
10376,Existing Customer,2,High School,Married,Less than $40K,Blue,1476.0
10377,Existing Customer,3,Graduate,Single,Less than $40K,Blue,2927.0
10378,Existing Customer,3,Graduate,Unknown,$80K - $120K,Blue,4778.0
10379,Existing Customer,4,Graduate,Divorced,Less than $40K,Blue,1438.3
10380,Existing Customer,3,High School,Single,$40K - $60K,Silver,16239.0
10381,Existing Customer,1,High School,Married,$120K +,Blue,11726.0
10382,Existing Customer,4,College,Married,Unknown,Blue,1438.3
10383,Existing Customer,3,High School,Married,Less than $40K,Blue,2647.0
10384,Existing Customer,1,Doctorate,Married,Unknown,Blue,2492.0
10385,Existing Customer,2,Graduate,Single,Unknown,Blue,2418.0
10386,Existing Customer,1,Unknown,Single,$120K +,Blue,17827.0
10387,Existing Customer,1,Graduate,Divorced,$40K - $60K,Blue,1438.3
10388,Existing Customer,3,Doctorate,Single,Less than $40K,Blue,1764.0
10389,Existing Customer,3,Graduate,Married,Less than $40K,Blue,1776.0
10390,Existing Customer,3,College,Married,$120K +,Blue,1438.3
10391,Existing Customer,2,Post-Graduate,Single,Unknown,Blue,1491.0
10392,Existing Customer,2,Post-Graduate,Married,Less than $40K,Blue,2552.0
10393,Existing Customer,4,Graduate,Single,Less than $40K,Blue,2996.0
10394,Existing Customer,2,College,Married,$40K - $60K,Blue,1701.0
10395,Existing Customer,3,Unknown,Single,Unknown,Blue,3998.0
10396,Existing Customer,3,Graduate,Unknown,Less than $40K,Blue,3025.0
10397,Attrited Customer,1,Unknown,Single,Less than $40K,Blue,3251.0
10398,Existing Customer,4,High School,Single,$60K - $80K,Blue,3031.0
10399,Existing Customer,2,High School,Single,$60K - $80K,Silver,33211.0
10400,Attrited Customer,2,Uneducated,Divorced,Less than $40K,Blue,1863.0
10401,Existing Customer,2,Unknown,Single,Less than $40K,Blue,2691.0
10402,Existing Customer,5,Graduate,Single,Less than $40K,Blue,2288.0
10403,Attrited Customer,2,Graduate,Unknown,Less than $40K,Blue,3413.0
10404,Existing Customer,4,College,Married,$40K - $60K,Silver,15471.0
10405,Existing Customer,5,Uneducated,Married,Less than $40K,Blue,2038.0
10406,Existing Customer,3,Unknown,Unknown,Less than $40K,Blue,1953.0
10407,Attrited Customer,5,High School,Unknown,$40K - $60K,Blue,4430.0
10408,Existing Customer,3,High School,Unknown,Less than $40K,Blue,3398.0
10409,Existing Customer,3,Doctorate,Married,Unknown,Blue,2021.0
10410,Existing Customer,2,Unknown,Single,Less than $40K,Blue,2329.0
10411,Attrited Customer,2,College,Married,Less than $40K,Blue,1696.0
10412,Existing Customer,1,Uneducated,Married,Unknown,Blue,4222.0
10413,Attrited Customer,3,Uneducated,Divorced,$80K - $120K,Blue,6614.0
10414,Attrited Customer,1,Uneducated,Single,Less than $40K,Blue,3241.0
10415,Attrited Customer,2,Unknown,Married,Less than $40K,Blue,4204.0
10416,Existing Customer,3,Uneducated,Single,Less than $40K,Blue,3234.0
10417,Attrited Customer,3,Unknown,Single,$40K - $60K,Blue,2473.0
10418,Attrited Customer,2,High School,Single,$60K - $80K,Blue,4836.0
10419,Existing Customer,3,High School,Married,Less than $40K,Blue,1438.3
10420,Existing Customer,3,Uneducated,Single,Less than $40K,Blue,1438.3
10421,Attrited Customer,4,Graduate,Single,Less than $40K,Blue,1438.3
10422,Existing Customer,3,College,Unknown,Less than $40K,Silver,12675.0
10423,Attrited Customer,3,High School,Single,Less than $40K,Blue,2228.0
10424,Existing Customer,5,High School,Married,Less than $40K,Blue,2813.0
10425,Existing Customer,2,Post-Graduate,Single,Less than $40K,Blue,3223.0
10426,Existing Customer,2,Graduate,Married,$40K - $60K,Blue,2653.0
10427,Attrited Customer,3,Uneducated,Married,Less than $40K,Blue,2745.0
10428,Existing Customer,3,Graduate,Divorced,$120K +,Blue,34516.0
10429,Existing Customer,3,Uneducated,Married,Less than $40K,Blue,2516.0
10430,Existing Customer,2,High School,Divorced,Less than $40K,Blue,1870.0
10431,Existing Customer,2,Graduate,Single,Unknown,Blue,3934.0
10432,Existing Customer,4,High School,Married,Less than $40K,Blue,3038.0
10433,Existing Customer,1,Uneducated,Single,Less than $40K,Blue,1982.0
10434,Attrited Customer,1,Graduate,Divorced,Unknown,Blue,1623.0
10435,Existing Customer,3,Uneducated,Single,$120K +,Blue,3088.0
10436,Existing Customer,3,Unknown,Single,Unknown,Blue,8064.0
10437,Attrited Customer,3,Graduate,Single,Unknown,Blue,10016.0
10438,Existing Customer,2,College,Married,Unknown,Blue,4523.0
10439,Existing Customer,0,Graduate,Single,Less than $40K,Blue,1944.0
10440,Existing Customer,2,Uneducated,Married,Unknown,Blue,6083.0
10441,Existing Customer,3,Graduate,Married,Unknown,Blue,2425.0
10442,Existing Customer,5,Graduate,Single,$40K - $60K,Blue,2607.0
10443,Existing Customer,3,Uneducated,Single,Less than $40K,Blue,1953.0
10444,Existing Customer,3,Unknown,Unknown,$60K - $80K,Blue,5813.0
10445,Existing Customer,3,High School,Single,Less than $40K,Blue,1438.3
10446,Attrited Customer,5,Unknown,Married,$40K - $60K,Blue,1588.0
10447,Existing Customer,0,High School,Single,Less than $40K,Blue,3749.0
10448,Existing Customer,4,College,Divorced,$40K - $60K,Blue,3734.0
10449,Existing Customer,2,High School,Married,Unknown,Blue,1796.0
10450,Attrited Customer,3,Unknown,Divorced,Less than $40K,Blue,3223.0
10451,Existing Customer,2,Doctorate,Married,$40K - $60K,Blue,2748.0
10452,Existing Customer,0,Graduate,Married,Less than $40K,Blue,2448.0
10453,Existing Customer,3,College,Married,Less than $40K,Blue,2548.0
10454,Existing Customer,3,College,Married,Less than $40K,Blue,1489.0
10455,Attrited Customer,1,Graduate,Married,Unknown,Blue,8953.0
10456,Attrited Customer,3,Uneducated,Single,Unknown,Blue,3187.0
10457,Existing Customer,2,Unknown,Single,Less than $40K,Blue,1757.0
10458,Existing Customer,4,High School,Unknown,$60K - $80K,Blue,2597.0
10459,Existing Customer,5,College,Single,Unknown,Blue,5999.0
10460,Existing Customer,0,Post-Graduate,Married,Less than $40K,Blue,3617.0
10461,Existing Customer,0,Uneducated,Single,Less than $40K,Blue,3219.0
10462,Attrited Customer,4,Graduate,Unknown,$80K - $120K,Blue,19782.0
10463,Existing Customer,4,Graduate,Single,Less than $40K,Blue,2522.0
10464,Existing Customer,2,Unknown,Married,Less than $40K,Blue,3327.0
10465,Existing Customer,2,Uneducated,Married,Unknown,Blue,4708.0
10466,Existing Customer,4,College,Divorced,Less than $40K,Blue,3745.0
10467,Attrited Customer,4,Uneducated,Single,$80K - $120K,Blue,11561.0
10468,Attrited Customer,2,High School,Married,Unknown,Blue,8477.0
10469,Existing Customer,0,Graduate,Married,Less than $40K,Blue,2120.0
10470,Existing Customer,5,Graduate,Married,Less than $40K,Blue,2867.0
10471,Existing Customer,2,Graduate,Single,$40K - $60K,Blue,2293.0
10472,Existing Customer,1,Uneducated,Single,$120K +,Blue,8671.0
10473,Existing Customer,1,Graduate,Divorced,Unknown,Silver,34516.0
10474,Existing Customer,2,High School,Married,Unknown,Blue,2679.0
10475,Existing Customer,3,Unknown,Married,$80K - $120K,Blue,3224.0
10476,Existing Customer,3,High School,Married,Unknown,Blue,1438.3
10477,Existing Customer,4,High School,Single,$80K - $120K,Blue,7773.0
10478,Attrited Customer,4,Uneducated,Single,Unknown,Blue,8075.0
10479,Existing Customer,3,High School,Single,Unknown,Blue,3052.0
10480,Existing Customer,3,Graduate,Married,$120K +,Blue,7932.0
10481,Existing Customer,3,High School,Unknown,$40K - $60K,Blue,1753.0
10482,Existing Customer,5,Doctorate,Married,Less than $40K,Blue,5814.0
10483,Existing Customer,2,Graduate,Married,$40K - $60K,Blue,1989.0
10484,Existing Customer,1,College,Single,$40K - $60K,Blue,1843.0
10485,Existing Customer,1,Uneducated,Married,Unknown,Blue,1438.3
10486,Existing Customer,0,Graduate,Married,$40K - $60K,Blue,2991.0
10487,Existing Customer,3,High School,Married,$60K - $80K,Blue,9560.0
10488,Attrited Customer,4,High School,Unknown,Less than $40K,Blue,2616.0
10489,Attrited Customer,1,Graduate,Single,Less than $40K,Blue,2939.0
10490,Existing Customer,3,College,Married,Unknown,Blue,3085.0
10491,Existing Customer,5,Graduate,Single,$80K - $120K,Blue,5275.0
10492,Existing Customer,3,Uneducated,Married,$60K - $80K,Blue,1950.0
10493,Existing Customer,3,Graduate,Single,Unknown,Blue,2341.0
10494,Existing Customer,1,Uneducated,Divorced,Less than $40K,Blue,3758.0
10495,Existing Customer,4,Unknown,Married,$80K - $120K,Blue,1621.0
10496,Existing Customer,2,Uneducated,Married,$40K - $60K,Blue,10946.0
10497,Existing Customer,1,High School,Single,Less than $40K,Blue,3422.0
10498,Existing Customer,2,Uneducated,Married,Less than $40K,Blue,3108.0
10499,Attrited Customer,2,Graduate,Married,Less than $40K,Blue,3202.0
10500,Existing Customer,5,Uneducated,Single,Less than $40K,Blue,1855.0
10501,Existing Customer,4,Uneducated,Married,$40K - $60K,Blue,2155.0
10502,Existing Customer,4,College,Single,Less than $40K,Blue,4150.0
10503,Existing Customer,5,Doctorate,Married,$80K - $120K,Blue,2226.0
10504,Existing Customer,5,High School,Married,$40K - $60K,Blue,1610.0
10505,Existing Customer,2,Graduate,Married,Unknown,Blue,2046.0
10506,Attrited Customer,1,High School,Single,Less than $40K,Blue,1795.0
10507,Existing Customer,4,Unknown,Married,Less than $40K,Blue,1531.0
10508,Existing Customer,1,Unknown,Married,Less than $40K,Blue,1472.0
10509,Existing Customer,5,Graduate,Single,Less than $40K,Blue,1438.3
10510,Existing Customer,1,Graduate,Single,$40K - $60K,Blue,2886.0
10511,Existing Customer,2,Graduate,Single,Less than $40K,Silver,10024.0
10512,Attrited Customer,3,Post-Graduate,Married,Less than $40K,Blue,1760.0
10513,Existing Customer,2,Graduate,Single,Less than $40K,Blue,1461.0
10514,Attrited Customer,1,Graduate,Single,$40K - $60K,Blue,8840.0
10515,Existing Customer,2,Post-Graduate,Married,$40K - $60K,Blue,4468.0
10516,Existing Customer,4,College,Unknown,$60K - $80K,Blue,2516.0
10517,Attrited Customer,4,High School,Married,Less than $40K,Blue,1555.0
10518,Existing Customer,1,Graduate,Unknown,$80K - $120K,Blue,1438.3
10519,Attrited Customer,4,Uneducated,Married,$120K +,Blue,5195.0
10520,Existing Customer,3,Graduate,Single,$120K +,Blue,17268.0
10521,Attrited Customer,2,Uneducated,Single,Unknown,Blue,1649.0
10522,Existing Customer,1,High School,Married,Less than $40K,Blue,1609.0
10523,Existing Customer,1,College,Single,Less than $40K,Blue,3342.0
10524,Existing Customer,1,Uneducated,Single,Less than $40K,Blue,6973.0
