attrition_flag,dependent_count,marital_status,income_category,card_category,credit_limit_NaN,credit_limit,education_level
Existing Customer,1,Married,$60K - $80K,Blue,0,12495.0,College
Attrited Customer,3,Married,$60K - $80K,Blue,0,13344.0,Unknown
Attrited Customer,1,Single,$120K +,Blue,0,32563.0,Unknown
Existing Customer,3,Single,Unknown,Blue,0,3375.0,Uneducated
Existing Customer,2,Married,$60K - $80K,Blue,0,12299.0,College
Attrited Customer,1,Single,Less than $40K,Blue,0,4613.0,Uneducated
Existing Customer,2,Married,Less than $40K,Silver,0,10858.0,Uneducated
Existing Customer,3,Single,$80K - $120K,Blue,0,34516.0,Doctorate
Existing Customer,3,Married,$60K - $80K,Blue,0,4207.0,Graduate
Existing Customer,2,Married,Less than $40K,Blue,0,3336.0,High School
Existing Customer,5,Unknown,Less than $40K,Blue,0,5465.0,Post-Graduate
Existing Customer,1,Single,Less than $40K,Silver,0,12633.0,Unknown
Existing Customer,1,Single,$80K - $120K,Blue,0,34516.0,Unknown
Attrited Customer,0,Married,Less than $40K,Blue,0,3876.0,College
Existing Customer,4,Married,Unknown,Blue,0,3326.0,Unknown
Existing Customer,4,Single,$120K +,Silver,0,34516.0,Graduate
Attrited Customer,3,Married,$40K - $60K,Blue,0,3264.0,Uneducated
Existing Customer,1,Married,$40K - $60K,Blue,0,6903.0,Doctorate
Existing Customer,3,Married,Less than $40K,Blue,0,2940.0,Unknown
Existing Customer,1,Married,$60K - $80K,Blue,0,13731.0,Graduate
Attrited Customer,1,Single,$40K - $60K,Blue,0,4826.0,Graduate
Attrited Customer,5,Married,$60K - $80K,Blue,0,4259.0,College
Existing Customer,1,Unknown,$40K - $60K,Blue,0,3523.0,High School
Existing Customer,3,Married,$60K - $80K,Gold,0,34516.0,Uneducated
Existing Customer,4,Unknown,Unknown,Blue,0,16998.0,Uneducated
Existing Customer,2,Single,$120K +,Blue,0,11714.0,High School
Attrited Customer,0,Single,$60K - $80K,Blue,0,4097.0,Graduate
Attrited Customer,3,Married,Less than $40K,Blue,0,3952.0,College
Attrited Customer,4,Single,Unknown,Blue,0,29295.0,Unknown
Existing Customer,0,Single,Unknown,Blue,0,26423.0,Post-Graduate
Existing Customer,4,Married,Less than $40K,Blue,0,3196.0,Unknown
Attrited Customer,0,Married,Less than $40K,Blue,0,4935.0,Graduate
Existing Customer,0,Single,$60K - $80K,Silver,0,34516.0,High School
Attrited Customer,2,Married,$80K - $120K,Blue,0,12933.0,Graduate
Existing Customer,4,Unknown,$60K - $80K,Silver,0,29937.0,Post-Graduate
Existing Customer,2,Single,Less than $40K,Blue,0,8881.0,High School
Existing Customer,3,Single,$80K - $120K,Blue,0,27514.0,Unknown
Existing Customer,2,Married,$80K - $120K,Blue,0,32275.0,Uneducated
Existing Customer,3,Divorced,Less than $40K,Blue,0,4107.0,High School
Existing Customer,2,Married,Unknown,Blue,0,7469.0,High School
Existing Customer,3,Married,Less than $40K,Blue,0,5023.0,Uneducated
Attrited Customer,2,Single,Less than $40K,Blue,0,6071.0,Unknown
Existing Customer,3,Single,$60K - $80K,Silver,0,27494.0,High School
Existing Customer,1,Divorced,Less than $40K,Blue,0,7106.0,High School
Existing Customer,5,Single,$60K - $80K,Blue,0,17230.0,Post-Graduate
Existing Customer,4,Single,$80K - $120K,Blue,0,30885.0,Unknown
Existing Customer,1,Unknown,Less than $40K,Blue,0,3629.0,High School
Attrited Customer,2,Married,$120K +,Silver,0,34516.0,Unknown
Existing Customer,1,Single,Unknown,Blue,0,17970.0,Uneducated
Existing Customer,3,Married,Less than $40K,Silver,0,10343.0,Uneducated
Attrited Customer,3,Single,$40K - $60K,Blue,0,9267.0,Graduate
Existing Customer,2,Married,$40K - $60K,Blue,0,2985.0,Unknown
Existing Customer,2,Married,Less than $40K,Silver,0,14386.0,College
Existing Customer,1,Single,$40K - $60K,Blue,0,3581.0,College
Existing Customer,2,Married,Less than $40K,Blue,0,3079.0,College
Existing Customer,2,Single,Less than $40K,Blue,0,3594.0,Graduate
Existing Customer,1,Married,$60K - $80K,Blue,0,10488.0,Graduate
Attrited Customer,3,Single,$80K - $120K,Silver,0,34516.0,High School
Attrited Customer,3,Single,$80K - $120K,Blue,0,24001.0,Graduate
Existing Customer,2,Married,Less than $40K,Blue,0,5500.0,Graduate
Existing Customer,1,Married,$120K +,Blue,0,34516.0,Graduate
Existing Customer,2,Single,$120K +,Blue,0,7790.0,Graduate
Existing Customer,2,Married,$80K - $120K,Blue,0,10301.0,Unknown
Existing Customer,4,Single,Unknown,Blue,0,23939.0,Graduate
Existing Customer,0,Divorced,$80K - $120K,Blue,0,21615.0,Unknown
Existing Customer,3,Married,Less than $40K,Blue,0,8712.0,Post-Graduate
Attrited Customer,2,Unknown,Less than $40K,Silver,0,12203.0,Uneducated
Existing Customer,0,Married,$60K - $80K,Blue,0,15483.0,Unknown
Existing Customer,0,Single,$80K - $120K,Blue,0,20356.0,Graduate
Existing Customer,1,Single,Less than $40K,Blue,0,3548.0,Graduate
Existing Customer,0,Single,$40K - $60K,Blue,0,4661.0,High School
Existing Customer,5,Married,Less than $40K,Gold,0,15987.0,High School
Attrited Customer,2,Unknown,$80K - $120K,Blue,0,30543.0,Graduate
Attrited Customer,3,Married,Less than $40K,Blue,0,5230.0,High School
Existing Customer,2,Married,$80K - $120K,Blue,0,34516.0,Graduate
Existing Customer,2,Single,Less than $40K,Blue,0,3246.0,Doctorate
Existing Customer,3,Married,$40K - $60K,Blue,0,10018.0,College
Existing Customer,2,Single,Less than $40K,Silver,0,10272.0,Graduate
Existing Customer,1,Married,Less than $40K,Blue,0,4097.0,High School
Existing Customer,1,Married,Unknown,Blue,0,19846.0,High School
Attrited Customer,0,Married,$60K - $80K,Blue,0,4469.0,Uneducated
Existing Customer,4,Single,$80K - $120K,Blue,0,20701.0,Unknown
Existing Customer,3,Married,$120K +,Blue,0,8426.0,Graduate
Existing Customer,3,Married,$80K - $120K,Blue,0,16722.0,Unknown
Existing Customer,0,Single,$80K - $120K,Silver,0,34516.0,High School
Attrited Customer,3,Single,$40K - $60K,Blue,0,4413.0,Unknown
Existing Customer,1,Married,Less than $40K,Blue,0,5342.0,Uneducated
Attrited Customer,1,Married,$40K - $60K,Blue,0,8455.0,Doctorate
Existing Customer,3,Single,Less than $40K,Blue,0,7659.0,Unknown
Attrited Customer,1,Married,Less than $40K,Silver,0,11059.0,Unknown
Existing Customer,0,Married,Less than $40K,Blue,0,4093.0,Unknown
Attrited Customer,1,Married,$80K - $120K,Blue,0,24239.0,Graduate
Attrited Customer,3,Unknown,$120K +,Blue,0,7793.0,Graduate
Existing Customer,1,Single,$80K - $120K,Blue,0,6407.0,College
Existing Customer,2,Single,$60K - $80K,Blue,0,6024.0,Unknown
Existing Customer,2,Single,Less than $40K,Blue,0,3352.0,Uneducated
Existing Customer,1,Married,$80K - $120K,Blue,0,32222.0,Graduate
Existing Customer,0,Married,Unknown,Silver,0,34516.0,Uneducated
Existing Customer,3,Unknown,Unknown,Silver,0,34516.0,Graduate
Existing Customer,4,Married,$80K - $120K,Blue,0,31091.0,Graduate
Attrited Customer,5,Married,$80K - $120K,Blue,0,7464.0,College
Attrited Customer,0,Single,$120K +,Blue,0,11722.0,College
Attrited Customer,4,Married,Less than $40K,Blue,0,7769.0,College
Existing Customer,4,Divorced,$120K +,Blue,0,3569.0,Uneducated
Existing Customer,4,Married,Less than $40K,Blue,0,3216.0,Unknown
Existing Customer,1,Unknown,Less than $40K,Blue,0,3789.0,High School
Existing Customer,1,Divorced,Less than $40K,Blue,0,3533.0,Graduate
Existing Customer,4,Married,$120K +,Silver,0,34516.0,Unknown
Existing Customer,2,Single,$80K - $120K,Blue,0,27229.0,Unknown
Attrited Customer,2,Divorced,$80K - $120K,Silver,0,34516.0,Unknown
Attrited Customer,3,Single,Less than $40K,Blue,0,6261.0,Uneducated
Existing Customer,0,Married,Less than $40K,Blue,0,6996.0,Uneducated
Existing Customer,4,Single,Less than $40K,Blue,0,4440.0,Unknown
Existing Customer,1,Unknown,Less than $40K,Blue,0,3150.0,Post-Graduate
Existing Customer,2,Divorced,$40K - $60K,Blue,0,4288.0,Graduate
Attrited Customer,3,Married,$80K - $120K,Silver,0,34516.0,Unknown
Existing Customer,1,Married,Less than $40K,Blue,0,5189.0,Unknown
Attrited Customer,0,Single,$40K - $60K,Blue,0,14458.0,Graduate
Existing Customer,3,Married,$120K +,Blue,0,16909.0,Unknown
Existing Customer,5,Married,Less than $40K,Blue,0,6739.0,Doctorate
Attrited Customer,5,Single,$40K - $60K,Blue,0,4982.0,High School
Attrited Customer,1,Single,Less than $40K,Silver,0,12359.0,Graduate
Existing Customer,3,Married,$80K - $120K,Blue,0,9959.0,Uneducated
Existing Customer,1,Unknown,$120K +,Blue,0,8507.0,Graduate
Existing Customer,1,Married,$60K - $80K,Blue,0,15355.0,High School
Existing Customer,2,Single,Unknown,Blue,0,23731.0,Graduate
Attrited Customer,2,Single,$40K - $60K,Silver,0,17909.0,High School
Existing Customer,1,Married,$40K - $60K,Blue,0,3995.0,College
Attrited Customer,2,Married,$60K - $80K,Gold,0,34516.0,Graduate
Attrited Customer,5,Divorced,$120K +,Blue,0,34516.0,Unknown
Attrited Customer,5,Single,Less than $40K,Blue,0,8297.0,High School
Existing Customer,1,Unknown,$80K - $120K,Blue,0,5520.0,Graduate
Existing Customer,0,Unknown,Unknown,Blue,0,3736.0,College
Attrited Customer,1,Married,$40K - $60K,Blue,0,9664.0,College
Existing Customer,5,Single,Less than $40K,Blue,0,4132.0,Post-Graduate
Existing Customer,1,Unknown,$120K +,Blue,0,28043.0,Uneducated
Existing Customer,3,Married,$80K - $120K,Blue,0,9959.0,College
Existing Customer,2,Married,$120K +,Blue,0,16453.0,Graduate
Attrited Customer,3,Unknown,Less than $40K,Blue,0,8256.0,High School
Existing Customer,1,Married,$40K - $60K,Blue,0,13427.0,High School
Existing Customer,2,Married,$40K - $60K,Blue,0,3263.0,Unknown
Attrited Customer,0,Divorced,$80K - $120K,Silver,0,34516.0,Graduate
Attrited Customer,4,Married,$80K - $120K,Blue,0,23502.0,Unknown
Existing Customer,2,Married,$80K - $120K,Blue,0,7685.0,College
Attrited Customer,1,Married,Less than $40K,Blue,0,4065.0,High School
Existing Customer,4,Married,$40K - $60K,Blue,0,9815.0,Uneducated
Existing Customer,4,Married,$120K +,Blue,0,17374.0,Uneducated
Existing Customer,2,Single,$40K - $60K,Blue,0,7093.0,Unknown
Existing Customer,3,Married,$80K - $120K,Silver,0,34516.0,High School
Existing Customer,2,Married,Less than $40K,Blue,0,3329.0,College
Attrited Customer,3,Single,$80K - $120K,Blue,0,4116.0,College
Existing Customer,1,Single,Unknown,Blue,0,20030.0,Graduate
Existing Customer,1,Divorced,Less than $40K,Blue,0,8687.0,High School
Attrited Customer,3,Single,$80K - $120K,Blue,0,8656.0,High School
Existing Customer,3,Married,Less than $40K,Blue,0,3544.0,Post-Graduate
Attrited Customer,0,Single,$40K - $60K,Blue,0,5988.0,High School
Attrited Customer,2,Single,Less than $40K,Blue,0,4917.0,Graduate
Existing Customer,1,Single,$80K - $120K,Blue,0,18591.0,High School
Existing Customer,2,Single,$40K - $60K,Blue,0,3297.0,Unknown
Existing Customer,3,Single,Less than $40K,Blue,0,5702.0,College
Existing Customer,0,Single,Less than $40K,Silver,0,10982.0,College
Existing Customer,3,Single,$60K - $80K,Platinum,0,34516.0,Unknown
Existing Customer,1,Married,$60K - $80K,Blue,0,20144.0,College
Existing Customer,4,Married,Unknown,Blue,0,16349.0,Uneducated
Existing Customer,4,Divorced,Less than $40K,Silver,0,10610.0,Uneducated
Existing Customer,4,Married,$40K - $60K,Blue,0,7386.0,Uneducated
Attrited Customer,4,Single,Less than $40K,Blue,0,4720.0,Graduate
Existing Customer,3,Married,$80K - $120K,Blue,0,3660.0,High School
Existing Customer,3,Single,$80K - $120K,Blue,0,12932.0,Uneducated
Existing Customer,1,Single,Less than $40K,Blue,0,6089.0,Uneducated
Attrited Customer,2,Single,$60K - $80K,Blue,0,5905.0,College
Existing Customer,0,Married,Unknown,Blue,0,23103.0,Uneducated
Existing Customer,5,Single,Less than $40K,Silver,0,11280.0,High School
Existing Customer,0,Married,$60K - $80K,Blue,0,16565.0,Post-Graduate
Existing Customer,3,Married,$120K +,Blue,0,34516.0,Uneducated
Existing Customer,0,Single,Less than $40K,Silver,0,14305.0,High School
Existing Customer,3,Single,Less than $40K,Blue,0,6104.0,Graduate
Existing Customer,3,Single,$40K - $60K,Blue,0,4207.0,Unknown
Existing Customer,3,Married,$120K +,Blue,0,34516.0,Unknown
Attrited Customer,3,Married,$120K +,Blue,0,34516.0,Uneducated
Existing Customer,2,Single,$60K - $80K,Gold,0,34516.0,Graduate
Attrited Customer,0,Married,$40K - $60K,Blue,0,4063.0,High School
Existing Customer,2,Single,$120K +,Blue,0,11791.0,Graduate
Attrited Customer,1,Single,$60K - $80K,Blue,0,17744.0,High School
Existing Customer,4,Married,$120K +,Silver,0,34516.0,Doctorate
Existing Customer,1,Single,$80K - $120K,Blue,0,21032.0,High School
Existing Customer,2,Married,$60K - $80K,Blue,0,18571.0,High School
Attrited Customer,4,Married,$40K - $60K,Silver,0,3735.0,Uneducated
Existing Customer,4,Divorced,$40K - $60K,Blue,0,10948.0,Doctorate
Attrited Customer,4,Married,$60K - $80K,Silver,0,29076.0,High School
Existing Customer,4,Divorced,$60K - $80K,Blue,0,20237.0,Graduate
Existing Customer,3,Single,Unknown,Platinum,0,34516.0,College
Attrited Customer,4,Married,$120K +,Blue,0,34516.0,Uneducated
Attrited Customer,2,Married,$40K - $60K,Blue,0,4307.0,Uneducated
Existing Customer,4,Single,$120K +,Blue,0,34516.0,Unknown
Existing Customer,2,Married,Unknown,Blue,0,14828.0,Uneducated
Existing Customer,1,Divorced,Less than $40K,Blue,0,3839.0,College
Existing Customer,3,Divorced,Less than $40K,Blue,0,3727.0,Uneducated
Existing Customer,4,Divorced,$80K - $120K,Blue,0,14290.0,Graduate
Existing Customer,2,Single,$40K - $60K,Blue,0,7594.0,High School
Existing Customer,2,Married,Less than $40K,Blue,0,8416.0,Graduate
Attrited Customer,5,Single,$60K - $80K,Silver,0,34140.0,Doctorate
Attrited Customer,4,Single,$40K - $60K,Blue,0,13753.0,High School
Existing Customer,4,Married,$80K - $120K,Blue,0,3472.0,Unknown
Existing Customer,1,Married,$40K - $60K,Silver,0,15315.0,College
Existing Customer,1,Married,$120K +,Blue,0,12086.0,Uneducated
Existing Customer,1,Single,$60K - $80K,Silver,0,34516.0,Graduate
Existing Customer,5,Divorced,Less than $40K,Blue,0,5016.0,Post-Graduate
Existing Customer,3,Married,$40K - $60K,Blue,0,4333.0,Unknown
Existing Customer,2,Single,$60K - $80K,Blue,0,10325.0,Graduate
Attrited Customer,4,Single,$60K - $80K,Blue,0,18418.0,Post-Graduate
Existing Customer,3,Married,$40K - $60K,Blue,0,9633.0,Unknown
Existing Customer,2,Married,$60K - $80K,Blue,0,3842.0,Graduate
Existing Customer,3,Unknown,$80K - $120K,Blue,0,20958.0,Post-Graduate
Existing Customer,2,Single,Unknown,Blue,0,3024.0,Doctorate
Existing Customer,3,Single,$40K - $60K,Blue,0,8698.0,Uneducated
Attrited Customer,3,Married,$80K - $120K,Blue,0,6824.0,Uneducated
Existing Customer,1,Single,$80K - $120K,Silver,0,34516.0,High School
Existing Customer,4,Married,$80K - $120K,Silver,0,34516.0,Doctorate
Existing Customer,2,Single,Less than $40K,Blue,0,3311.0,Graduate
Existing Customer,1,Single,$60K - $80K,Blue,0,4752.0,Unknown
Attrited Customer,3,Married,$80K - $120K,Blue,0,4041.0,Graduate
Attrited Customer,3,Single,$40K - $60K,Silver,0,19713.0,High School
Existing Customer,3,Married,$40K - $60K,Blue,0,6725.0,Doctorate
Existing Customer,1,Unknown,Less than $40K,Gold,0,15261.0,Graduate
Existing Customer,2,Divorced,Unknown,Silver,0,33779.0,Post-Graduate
Existing Customer,3,Unknown,Unknown,Blue,0,15648.0,High School
Existing Customer,1,Unknown,$40K - $60K,Blue,0,9283.0,Uneducated
Existing Customer,5,Married,$40K - $60K,Blue,0,3970.0,Graduate
Existing Customer,1,Single,Less than $40K,Blue,0,6159.0,Doctorate
Attrited Customer,1,Single,Less than $40K,Blue,0,4829.0,Graduate
Attrited Customer,1,Single,$80K - $120K,Blue,0,15633.0,Doctorate
Existing Customer,2,Single,$120K +,Silver,0,34516.0,Doctorate
Existing Customer,4,Single,$40K - $60K,Blue,0,10017.0,Graduate
Existing Customer,1,Single,Less than $40K,Blue,0,3895.0,Post-Graduate
Existing Customer,3,Single,$80K - $120K,Blue,0,5611.0,Graduate
Existing Customer,1,Single,$40K - $60K,Gold,0,22722.0,Uneducated
Existing Customer,5,Married,$80K - $120K,Blue,0,16033.0,Graduate
Existing Customer,4,Single,$80K - $120K,Blue,0,12978.0,Uneducated
Attrited Customer,1,Single,Less than $40K,Blue,0,9129.0,Doctorate
Attrited Customer,3,Single,Less than $40K,Blue,0,7500.0,High School
Existing Customer,4,Single,$80K - $120K,Blue,0,14804.0,Graduate
Existing Customer,3,Single,$80K - $120K,Blue,0,34516.0,High School
Existing Customer,3,Married,$80K - $120K,Blue,0,9683.0,Graduate
Existing Customer,3,Married,$60K - $80K,Blue,0,19671.0,High School
Existing Customer,3,Married,$80K - $120K,Silver,0,34516.0,Post-Graduate
Existing Customer,4,Married,Less than $40K,Blue,0,5056.0,Graduate
Existing Customer,2,Divorced,$60K - $80K,Silver,0,25217.0,Graduate
Existing Customer,0,Single,Less than $40K,Blue,0,3585.0,College
Attrited Customer,1,Single,Unknown,Blue,0,21067.0,Graduate
Attrited Customer,2,Single,$60K - $80K,Blue,0,4283.0,Uneducated
Existing Customer,2,Divorced,$80K - $120K,Blue,0,25187.0,Graduate
Existing Customer,0,Single,Unknown,Gold,0,7469.0,High School
Existing Customer,4,Married,$60K - $80K,Blue,0,18142.0,Uneducated
Attrited Customer,2,Married,$80K - $120K,Blue,0,29865.0,Uneducated
Existing Customer,3,Divorced,$60K - $80K,Blue,0,3388.0,High School
Existing Customer,2,Single,$80K - $120K,Silver,0,34516.0,College
Existing Customer,4,Single,Less than $40K,Blue,0,9431.0,College
Existing Customer,1,Single,Unknown,Silver,0,30770.0,High School
Attrited Customer,1,Married,$60K - $80K,Blue,0,6500.0,College
Existing Customer,3,Divorced,$40K - $60K,Blue,0,4209.0,Post-Graduate
Existing Customer,1,Divorced,$40K - $60K,Blue,0,3657.0,Unknown
Existing Customer,2,Single,$60K - $80K,Blue,0,4107.0,Unknown
Existing Customer,1,Married,Less than $40K,Blue,0,3638.0,Graduate
Existing Customer,2,Single,Less than $40K,Blue,0,8325.0,Graduate
Existing Customer,2,Married,$120K +,Blue,0,27124.0,College
Existing Customer,0,Single,Less than $40K,Silver,0,13747.0,Graduate
Existing Customer,3,Married,$60K - $80K,Silver,0,28174.0,Uneducated
Existing Customer,1,Single,$40K - $60K,Blue,0,11109.0,Unknown
Attrited Customer,5,Married,$80K - $120K,Blue,0,9959.0,College
Existing Customer,2,Married,Less than $40K,Blue,0,4014.0,Graduate
Existing Customer,4,Single,$60K - $80K,Blue,0,21226.0,Graduate
Existing Customer,2,Married,$40K - $60K,Blue,0,3681.0,College
Existing Customer,4,Single,$80K - $120K,Blue,0,26710.0,Graduate
Existing Customer,1,Married,Less than $40K,Blue,0,9550.0,Doctorate
Attrited Customer,2,Married,$120K +,Blue,0,16127.0,High School
Attrited Customer,2,Single,$120K +,Blue,0,4935.0,Graduate
Existing Customer,2,Single,$80K - $120K,Blue,0,18022.0,Graduate
Existing Customer,4,Married,$80K - $120K,Blue,0,16748.0,Unknown
Attrited Customer,1,Married,$40K - $60K,Blue,0,10973.0,Unknown
Existing Customer,2,Single,Less than $40K,Silver,0,14143.0,High School
Attrited Customer,3,Single,$80K - $120K,Gold,0,34516.0,Uneducated
Attrited Customer,4,Married,$120K +,Blue,0,7684.0,Unknown
Attrited Customer,5,Single,$120K +,Silver,0,34516.0,Graduate
Attrited Customer,3,Single,Unknown,Blue,0,26021.0,Graduate
Existing Customer,2,Married,$40K - $60K,Blue,0,3843.0,Graduate
Existing Customer,3,Married,$80K - $120K,Blue,0,14840.0,Doctorate
Attrited Customer,4,Married,$80K - $120K,Blue,0,3929.0,Doctorate
Existing Customer,3,Divorced,$40K - $60K,Blue,0,11427.0,Graduate
Existing Customer,5,Divorced,Unknown,Blue,0,20974.0,Unknown
Existing Customer,4,Unknown,$40K - $60K,Blue,0,3771.0,Graduate
Existing Customer,2,Unknown,$120K +,Blue,0,23362.0,Graduate
Attrited Customer,0,Single,Less than $40K,Blue,0,8135.0,Graduate
Existing Customer,1,Single,Less than $40K,Silver,0,13669.0,High School
Existing Customer,2,Married,$80K - $120K,Silver,0,34516.0,Doctorate
Existing Customer,1,Married,$60K - $80K,Blue,0,9764.0,College
Attrited Customer,3,Married,$60K - $80K,Blue,0,8431.0,High School
Existing Customer,4,Married,$60K - $80K,Blue,0,10585.0,Graduate
Existing Customer,4,Married,$120K +,Silver,0,34516.0,Graduate
Existing Customer,1,Married,Less than $40K,Blue,0,7882.0,High School
Existing Customer,3,Unknown,Unknown,Silver,0,33905.0,Doctorate
Attrited Customer,1,Married,Unknown,Silver,0,33004.0,Graduate
Existing Customer,2,Single,$120K +,Blue,0,20891.0,Graduate
Existing Customer,1,Single,$80K - $120K,Blue,0,22715.0,College
Existing Customer,2,Single,Less than $40K,Blue,0,3818.0,College
Attrited Customer,3,Single,$80K - $120K,Blue,0,3526.0,High School
Existing Customer,0,Married,$40K - $60K,Blue,0,6991.0,Uneducated
Existing Customer,4,Married,$40K - $60K,Silver,0,16268.0,Graduate
Attrited Customer,4,Married,$80K - $120K,Blue,0,5768.0,Uneducated
Existing Customer,2,Married,$120K +,Silver,0,34516.0,High School
Attrited Customer,3,Married,Less than $40K,Blue,0,9491.0,Post-Graduate
Existing Customer,5,Married,Less than $40K,Gold,0,15987.0,College
Existing Customer,3,Married,$40K - $60K,Blue,0,3645.0,Graduate
Existing Customer,1,Single,Less than $40K,Blue,0,3466.0,Uneducated
Existing Customer,2,Single,Less than $40K,Blue,0,9797.0,Graduate
Existing Customer,1,Single,Less than $40K,Blue,0,3399.0,Graduate
Existing Customer,5,Married,$60K - $80K,Blue,0,4155.0,High School
Attrited Customer,3,Single,Less than $40K,Gold,0,15164.0,High School
Attrited Customer,0,Single,Unknown,Blue,0,13894.0,Unknown
Existing Customer,3,Single,$80K - $120K,Silver,0,34516.0,Graduate
Existing Customer,0,Single,$60K - $80K,Blue,0,6828.0,Graduate
Attrited Customer,3,Married,$40K - $60K,Blue,0,5542.0,Graduate
Existing Customer,3,Married,$120K +,Blue,0,15733.0,Unknown
Existing Customer,3,Single,$60K - $80K,Silver,0,30082.0,High School
Existing Customer,2,Divorced,$120K +,Blue,0,3659.0,Graduate
Attrited Customer,1,Single,$80K - $120K,Blue,0,22718.0,Post-Graduate
Existing Customer,3,Married,$80K - $120K,Blue,0,3676.0,High School
Existing Customer,0,Single,$60K - $80K,Blue,0,17721.0,High School
Existing Customer,1,Single,Less than $40K,Blue,0,4404.0,Doctorate
Attrited Customer,4,Divorced,Less than $40K,Blue,0,4423.0,High School
Existing Customer,3,Married,$60K - $80K,Gold,0,34516.0,High School
Existing Customer,0,Married,Less than $40K,Blue,0,4184.0,High School
Existing Customer,1,Married,$80K - $120K,Blue,0,34516.0,College
Existing Customer,5,Single,Unknown,Blue,0,26923.0,Post-Graduate
Attrited Customer,4,Single,$40K - $60K,Silver,0,15977.0,Unknown
Existing Customer,0,Single,$80K - $120K,Blue,0,26812.0,Graduate
Existing Customer,4,Married,$60K - $80K,Blue,0,5175.0,High School
Existing Customer,1,Single,Less than $40K,Blue,0,3955.0,Graduate
Existing Customer,5,Married,$120K +,Blue,0,22355.0,Graduate
Attrited Customer,3,Married,$80K - $120K,Blue,0,23240.0,Graduate
Existing Customer,3,Divorced,$60K - $80K,Blue,0,5479.0,High School
Attrited Customer,2,Married,$120K +,Blue,0,16081.0,Doctorate
Existing Customer,1,Married,Less than $40K,Blue,0,5497.0,Unknown
Existing Customer,1,Married,Less than $40K,Silver,0,14135.0,Graduate
Existing Customer,2,Single,$60K - $80K,Silver,0,31546.0,Doctorate
Existing Customer,5,Married,$80K - $120K,Silver,0,34516.0,Uneducated
Attrited Customer,0,Married,Less than $40K,Blue,0,4353.0,Uneducated
Existing Customer,5,Married,$80K - $120K,Silver,0,34516.0,High School
Existing Customer,4,Unknown,Unknown,Blue,0,3310.0,Unknown
Attrited Customer,3,Single,$40K - $60K,Blue,0,4601.0,College
Existing Customer,2,Married,$40K - $60K,Blue,0,3981.0,Graduate
Attrited Customer,2,Single,Less than $40K,Blue,0,4458.0,Graduate
Existing Customer,3,Divorced,$80K - $120K,Blue,0,10292.0,High School
Attrited Customer,4,Unknown,Unknown,Blue,0,15944.0,High School
Attrited Customer,1,Married,Unknown,Blue,0,4377.0,High School
Attrited Customer,3,Married,$60K - $80K,Blue,0,4930.0,High School
Attrited Customer,0,Married,Less than $40K,Blue,0,4982.0,College
Attrited Customer,2,Single,$120K +,Blue,0,34162.0,Uneducated
Existing Customer,4,Married,$80K - $120K,Blue,0,4047.0,Uneducated
Existing Customer,0,Married,Less than $40K,Blue,0,6380.0,Graduate
Existing Customer,1,Single,Less than $40K,Blue,0,3534.0,Unknown
Existing Customer,1,Single,Less than $40K,Blue,0,6091.0,Unknown
Existing Customer,3,Married,$40K - $60K,Gold,0,23981.0,Unknown
Existing Customer,1,Married,Less than $40K,Blue,0,7832.0,Graduate
Existing Customer,3,Single,$120K +,Blue,0,34516.0,Graduate
Existing Customer,4,Single,Less than $40K,Silver,0,13704.0,High School
Existing Customer,2,Single,Less than $40K,Blue,0,4423.0,High School
Attrited Customer,4,Divorced,$60K - $80K,Blue,0,6224.0,Graduate
Existing Customer,3,Single,Less than $40K,Blue,0,4133.0,Graduate
Existing Customer,2,Single,$120K +,Blue,0,34516.0,Graduate
Existing Customer,3,Married,$120K +,Blue,0,5270.0,Doctorate
Existing Customer,4,Unknown,$60K - $80K,Gold,0,34516.0,College
Existing Customer,2,Married,$120K +,Blue,0,3782.0,College
Attrited Customer,3,Single,Unknown,Blue,0,5173.0,Graduate
Existing Customer,2,Married,$60K - $80K,Blue,0,4058.0,High School
Existing Customer,0,Single,$60K - $80K,Blue,0,21551.0,College
Existing Customer,1,Married,$40K - $60K,Blue,0,9805.0,Unknown
Existing Customer,2,Married,Less than $40K,Blue,0,7530.0,Unknown
Existing Customer,5,Married,$60K - $80K,Blue,0,8983.0,Uneducated
Existing Customer,3,Married,$40K - $60K,Blue,0,4855.0,High School
Attrited Customer,2,Married,$40K - $60K,Blue,0,5735.0,High School
Attrited Customer,4,Married,$80K - $120K,Blue,0,9524.0,Unknown
Existing Customer,2,Married,Less than $40K,Gold,0,15987.0,High School
Attrited Customer,1,Single,$120K +,Blue,0,5181.0,Graduate
Attrited Customer,4,Single,$60K - $80K,Silver,0,28831.0,Unknown
Attrited Customer,1,Single,$40K - $60K,Blue,0,4169.0,Graduate
Existing Customer,3,Single,$40K - $60K,Blue,0,7020.0,Doctorate
Attrited Customer,1,Single,Less than $40K,Blue,0,3709.0,Graduate
Attrited Customer,0,Single,Less than $40K,Silver,0,12833.0,High School
Existing Customer,3,Single,Less than $40K,Blue,0,3804.0,Unknown
Existing Customer,2,Single,$120K +,Blue,0,21794.0,High School
Existing Customer,4,Married,$80K - $120K,Blue,0,3304.0,Uneducated
Existing Customer,2,Married,Less than $40K,Blue,0,3850.0,Post-Graduate
Existing Customer,1,Married,$40K - $60K,Blue,0,4158.0,Graduate
Existing Customer,2,Single,Less than $40K,Blue,0,4182.0,Post-Graduate
